,season,holiday,workingday,weathersit,temp,atemp,hum,windspeed,hr,mnth,yr,prediction
12451,2,0,1,1,0.56,0.5303,0.56,0.1642,0,6,1,54.0
14642,3,0,1,1,0.64,0.5758,0.89,0.1045,7,9,1,487.0
12985,3,0,0,1,0.64,0.5758,0.89,0.1642,6,6,1,22.0
10328,1,0,0,1,0.36,0.3333,0.43,0.2836,11,3,1,364.0
1836,2,0,1,1,0.4,0.4091,0.87,0.2537,6,3,0,32.0
6454,4,0,0,2,0.4,0.4091,0.82,0.2537,12,10,0,223.0
9084,1,0,1,1,0.14,0.2121,0.59,0.0,10,1,1,99.0
16750,4,0,1,1,0.44,0.4394,0.35,0.2836,17,12,1,592.0
11621,2,0,1,2,0.62,0.5909,0.73,0.1343,10,5,1,198.0
9191,1,0,1,2,0.26,0.2424,1.0,0.2836,21,1,1,121.0
4788,3,0,0,1,0.86,0.7879,0.41,0.2239,10,7,0,261.0
4315,3,0,0,3,0.8,0.7424,0.49,0.8507,17,7,0,181.0
14465,3,0,1,1,0.7,0.6515,0.7,0.0,22,8,1,216.0
3069,2,0,1,2,0.6,0.6061,0.64,0.194,19,5,0,314.0
12740,2,0,1,1,0.68,0.6364,0.79,0.194,1,6,1,17.0
7221,4,0,1,1,0.46,0.4545,0.55,0.1642,12,11,0,272.0
12311,2,0,0,1,0.54,0.5152,0.68,0.2836,4,6,1,8.0
3288,2,0,0,1,0.6,0.5909,0.69,0.1343,22,5,0,84.0
13420,3,0,1,1,0.82,0.7879,0.56,0.0,9,7,1,339.0
16865,4,0,1,3,0.44,0.4394,1.0,0.2239,12,12,1,220.0
5999,3,0,1,1,0.72,0.6667,0.54,0.1045,13,9,0,152.0
13209,3,0,1,2,0.74,0.6818,0.55,0.2537,14,7,1,144.0
14190,3,0,0,3,0.64,0.5909,0.78,0.1642,11,8,1,505.0
10950,2,0,1,1,0.36,0.3333,0.4,0.3284,10,4,1,171.0
10711,2,0,1,1,0.26,0.2576,0.35,0.2239,10,3,1,230.0
8470,1,0,0,1,0.34,0.303,0.39,0.2985,14,12,0,121.0
351,1,0,0,1,0.22,0.2727,0.69,0.0,3,1,0,10.0
11662,2,0,0,2,0.54,0.5152,0.83,0.194,3,5,1,36.0
16386,4,0,1,2,0.42,0.4242,0.67,0.0,12,11,1,241.0
2087,2,0,1,1,0.32,0.3182,0.53,0.194,20,4,0,47.0
6690,4,0,1,2,0.56,0.5303,0.83,0.1045,8,10,0,427.0
16466,4,0,1,1,0.46,0.4545,0.41,0.0896,20,11,1,432.0
10429,1,0,1,1,0.72,0.6515,0.37,0.3881,16,3,1,365.0
3194,2,0,1,2,0.54,0.5152,0.88,0.2239,0,5,0,16.0
13440,3,0,1,2,0.72,0.6818,0.7,0.1045,5,7,1,46.0
13678,3,0,0,1,0.66,0.6212,0.69,0.2239,3,7,1,32.0
6315,4,0,0,1,0.68,0.6364,0.74,0.0,17,9,0,426.0
10141,1,0,0,1,0.48,0.4697,0.29,0.2985,15,3,1,501.0
1064,1,0,1,2,0.34,0.3182,0.53,0.2239,2,2,0,2.0
13379,3,0,1,3,0.76,0.7273,0.66,0.5821,16,7,1,222.0
5115,3,0,0,1,0.66,0.6061,0.78,0.1642,1,8,0,75.0
3269,2,0,0,1,0.48,0.4697,0.82,0.1045,3,5,0,32.0
9980,1,0,0,1,0.24,0.2121,0.35,0.3284,21,2,1,36.0
6930,4,0,1,2,0.42,0.4242,0.58,0.1343,9,10,0,164.0
10671,2,0,0,1,0.5,0.4848,0.72,0.0896,18,3,1,551.0
563,1,0,1,2,0.32,0.3485,0.42,0.0,16,1,0,84.0
17144,1,0,0,1,0.26,0.2121,0.48,0.4478,3,12,1,33.0
13840,3,0,0,1,0.8,0.7727,0.59,0.2537,21,8,1,253.0
3221,2,0,1,1,0.48,0.4697,1.0,0.0,3,5,0,7.0
9625,1,0,0,2,0.3,0.303,0.7,0.1343,0,2,1,96.0
9022,1,1,0,1,0.26,0.2424,0.56,0.2836,19,1,1,181.0
14300,3,0,1,2,0.64,0.6061,0.73,0.0,1,8,1,32.0
511,1,0,0,1,0.14,0.1061,0.46,0.3881,10,1,0,49.0
9459,1,0,0,1,0.26,0.2727,0.7,0.1045,1,2,1,61.0
16761,4,0,1,1,0.22,0.2121,0.55,0.2985,4,12,1,8.0
3214,2,0,1,3,0.56,0.5303,0.88,0.1343,20,5,0,157.0
2026,2,0,1,2,0.32,0.3333,0.45,0.1045,7,3,0,126.0
1035,1,0,1,1,0.26,0.2727,0.33,0.1045,20,2,0,92.0
5537,3,0,1,1,0.72,0.6515,0.34,0.2239,15,8,0,196.0
3376,2,0,1,1,0.74,0.6818,0.55,0.1642,14,5,0,151.0
11066,2,0,1,1,0.28,0.2879,0.52,0.1343,7,4,1,246.0
5071,3,0,1,2,0.68,0.6364,0.89,0.0,5,8,0,26.0
1318,1,0,1,2,0.34,0.3636,0.93,0.0,5,2,0,6.0
15146,4,0,1,2,0.56,0.5303,0.94,0.0,7,9,1,454.0
8759,1,0,1,1,0.34,0.3485,0.34,0.0896,19,1,1,295.0
16308,4,0,0,1,0.24,0.2273,0.7,0.2239,6,11,1,11.0
8736,1,0,1,2,0.2,0.197,0.4,0.194,20,1,1,142.0
7309,4,0,0,1,0.24,0.2879,0.87,0.0,4,11,0,11.0
17222,1,1,0,1,0.3,0.3182,0.75,0.0896,11,12,1,114.0
7584,4,0,1,2,0.34,0.303,0.49,0.4478,15,11,0,110.0
15414,4,0,1,2,0.48,0.4697,0.69,0.194,11,10,1,205.0
16848,4,0,0,3,0.38,0.3939,0.94,0.0896,19,12,1,107.0
13280,3,0,1,1,0.8,0.697,0.33,0.2239,13,7,1,321.0
1153,1,0,0,2,0.34,0.3636,0.42,0.0,20,2,0,47.0
11884,2,0,1,2,0.58,0.5455,0.88,0.0896,9,5,1,350.0
11517,2,0,1,1,0.42,0.4242,0.71,0.1343,2,4,1,4.0
251,1,0,1,3,0.16,0.1515,0.93,0.194,20,1,0,81.0
5771,3,0,1,2,0.64,0.6061,0.73,0.1642,22,9,0,135.0
10441,1,0,1,2,0.4,0.4091,0.87,0.2537,4,3,1,3.0
11359,2,0,1,3,0.34,0.303,0.71,0.3582,12,4,1,107.0
4750,3,0,1,1,0.84,0.8939,0.71,0.2239,20,7,0,326.0
8909,1,0,1,3,0.36,0.3485,0.93,0.2537,2,1,1,12.0
12339,2,0,0,1,0.54,0.5152,0.6,0.0896,8,6,1,153.0
150,1,0,1,2,0.2,0.1818,0.37,0.2836,13,1,0,64.0
10292,1,0,1,1,0.34,0.2879,0.31,0.4925,22,3,1,109.0
11282,2,0,1,1,0.42,0.4242,0.94,0.0,7,4,1,515.0
3468,2,0,0,2,0.66,0.6061,0.83,0.2239,10,5,0,88.0
1535,1,0,1,2,0.24,0.2424,0.87,0.1343,8,3,0,205.0
10688,2,0,1,1,0.48,0.4697,0.31,0.5821,11,3,1,184.0
11965,2,0,1,1,0.64,0.6212,0.38,0.2239,18,5,1,713.0
8180,4,0,1,1,0.28,0.2879,0.52,0.1045,12,12,0,173.0
1277,1,0,0,2,0.26,0.2576,0.56,0.1642,9,2,0,23.0
2157,2,0,1,2,0.72,0.6364,0.23,0.4925,18,4,0,366.0
6087,3,0,1,1,0.38,0.3939,0.76,0.194,5,9,0,27.0
9502,1,0,0,1,0.28,0.2727,0.56,0.194,20,2,1,103.0
8023,4,0,1,2,0.46,0.4545,0.88,0.1343,23,12,0,75.0
2495,2,0,1,1,0.56,0.5303,0.37,0.2836,21,4,0,194.0
3781,2,0,0,1,0.76,0.7121,0.62,0.1343,11,6,0,404.0
1372,1,0,1,1,0.34,0.303,0.53,0.3284,11,3,0,78.0
7302,4,0,0,1,0.32,0.3485,0.66,0.0,21,11,0,79.0
1683,1,0,1,2,0.36,0.3333,0.62,0.2985,18,3,0,95.0
13135,3,0,1,1,0.88,0.7576,0.28,0.1045,12,7,1,283.0
17020,4,0,0,2,0.36,0.3485,0.93,0.1343,23,12,1,146.0
2574,2,0,1,1,0.34,0.3182,0.53,0.2836,4,4,0,7.0
6489,4,0,0,1,0.36,0.3636,0.81,0.0896,23,10,0,57.0
2879,2,0,1,1,0.4,0.4091,0.62,0.1642,21,5,0,102.0
15982,4,0,0,2,0.36,0.3182,0.46,0.4478,15,11,1,356.0
14579,3,0,1,1,0.76,0.7273,0.7,0.4179,16,9,1,467.0
4333,3,1,0,2,0.76,0.697,0.55,0.0896,11,7,0,377.0
4467,3,0,0,1,0.7,0.6515,0.61,0.1343,1,7,0,78.0
8574,1,0,1,1,0.22,0.2121,0.47,0.2239,1,12,0,16.0
16736,4,0,1,1,0.48,0.4697,0.67,0.1343,3,12,1,15.0
12304,2,0,1,3,0.64,0.5909,0.78,0.2537,21,6,1,313.0
17077,4,0,1,1,0.24,0.2576,0.87,0.1045,8,12,1,94.0
12414,2,0,1,1,0.62,0.6212,0.43,0.0896,11,6,1,286.0
10369,1,0,1,2,0.46,0.4545,0.82,0.194,4,3,1,6.0
6987,4,0,0,1,0.5,0.4848,0.63,0.1045,18,10,0,339.0
14677,3,0,0,3,0.58,0.5455,0.83,0.1343,18,9,1,171.0
11520,2,0,1,1,0.38,0.3939,0.62,0.2537,5,4,1,23.0
16513,4,0,0,1,0.26,0.303,0.41,0.0,19,11,1,249.0
5508,3,0,1,1,0.7,0.6515,0.48,0.2836,10,8,0,126.0
11966,2,0,1,1,0.62,0.6212,0.41,0.194,19,5,1,492.0
5894,3,0,1,3,0.62,0.5455,0.94,0.0,3,9,0,3.0
3402,2,0,1,2,0.8,0.7424,0.49,0.3582,16,5,0,419.0
676,1,0,1,2,0.18,0.2121,0.55,0.1045,12,1,0,57.0
8171,4,0,1,1,0.18,0.2424,0.74,0.0,3,12,0,3.0
8457,1,0,0,2,0.32,0.3485,0.66,0.0,1,12,0,29.0
1006,1,0,1,1,0.6,0.5909,0.15,0.4925,14,2,0,81.0
11733,2,0,1,3,0.56,0.5303,0.88,0.4478,2,5,1,2.0
14546,3,1,0,1,0.68,0.6364,0.85,0.0,7,9,1,67.0
3656,2,0,1,1,0.58,0.5455,0.88,0.0,6,6,0,112.0
16116,4,0,1,1,0.26,0.2727,0.65,0.1045,6,11,1,130.0
15409,4,0,1,2,0.38,0.3939,0.82,0.2537,6,10,1,123.0
16353,4,0,1,2,0.36,0.3485,0.66,0.2239,3,11,1,4.0
5765,3,0,1,2,0.7,0.6515,0.61,0.1343,16,9,0,285.0
1288,1,0,0,1,0.3,0.303,0.56,0.1642,20,2,0,81.0
3886,2,0,1,1,0.66,0.6212,0.44,0.1642,20,6,0,293.0
7098,4,0,1,1,0.32,0.303,0.57,0.2239,9,10,0,193.0
14370,3,0,0,1,0.62,0.5758,0.83,0.0896,23,8,1,256.0
12368,2,0,1,1,0.64,0.6212,0.41,0.3582,13,6,1,393.0
12393,2,0,1,2,0.58,0.5455,0.46,0.1642,14,6,1,272.0
12586,2,0,1,1,0.72,0.6515,0.32,0.4925,15,6,1,249.0
2177,2,0,1,2,0.36,0.3182,0.57,0.4925,14,4,0,140.0
4851,3,0,1,1,0.7,0.6667,0.79,0.1045,1,7,0,14.0
6969,4,0,0,1,0.36,0.3788,0.87,0.0,0,10,0,71.0
3944,2,0,0,1,0.62,0.5758,0.83,0.1045,6,6,0,37.0
5412,3,0,1,1,0.74,0.697,0.66,0.2537,10,8,0,108.0
13191,3,0,0,1,0.76,0.7273,0.7,0.0896,20,7,1,303.0
11893,2,0,1,1,0.7,0.6515,0.61,0.0896,18,5,1,830.0
14616,3,0,1,2,0.7,0.6667,0.84,0.194,5,9,1,36.0
13251,3,0,1,2,0.68,0.6364,0.79,0.1642,8,7,1,713.0
4930,3,0,1,2,0.76,0.7727,0.77,0.0,8,7,0,438.0
11882,2,0,1,3,0.56,0.5303,0.94,0.1343,7,5,1,154.0
15344,4,0,0,2,0.64,0.6212,0.57,0.5224,13,10,1,576.0
10891,2,0,1,1,0.5,0.4848,0.59,0.0,23,4,1,93.0
8760,1,0,1,1,0.3,0.3333,0.49,0.0,20,1,1,151.0
17332,1,0,0,2,0.26,0.2273,0.56,0.4179,1,12,1,37.0
8292,4,0,0,1,0.24,0.2424,0.65,0.1642,4,12,0,8.0
1443,1,0,0,2,0.34,0.3333,0.93,0.194,10,3,0,103.0
3422,2,0,1,2,0.76,0.697,0.55,0.2985,12,5,0,170.0
14467,3,0,1,1,0.68,0.6364,0.83,0.1642,0,8,1,47.0
11039,2,0,1,1,0.36,0.3485,0.71,0.1343,3,4,1,2.0
9573,1,0,1,3,0.24,0.2424,0.87,0.1343,20,2,1,169.0
11822,2,0,0,2,0.64,0.6212,0.36,0.1642,19,5,1,459.0
2315,2,0,1,2,0.56,0.5303,0.83,0.2836,9,4,0,186.0
6270,4,0,1,1,0.6,0.5152,0.94,0.0,20,9,0,253.0
15660,4,0,1,3,0.62,0.6061,0.69,0.3582,17,10,1,905.0
14157,3,0,0,3,0.62,0.5606,0.88,0.1642,2,8,1,122.0
6248,3,0,1,2,0.62,0.5152,1.0,0.0896,22,9,0,127.0
11544,2,0,1,2,0.52,0.5,0.72,0.0896,5,5,1,35.0
466,1,0,1,1,0.22,0.1818,0.41,0.4627,11,1,0,50.0
533,1,0,1,1,0.06,0.1515,0.41,0.0,9,1,0,123.0
9273,1,0,1,2,0.42,0.4242,1.0,0.2985,7,1,1,354.0
15057,4,0,1,1,0.6,0.6061,0.28,0.0,14,9,1,271.0
6664,4,1,0,1,0.44,0.4394,0.94,0.0,6,10,0,6.0
4634,3,0,0,1,0.66,0.6212,0.65,0.2239,0,7,0,144.0
7881,4,0,1,1,0.34,0.303,0.66,0.3284,1,11,0,7.0
12018,2,0,0,3,0.6,0.5758,0.78,0.3582,23,5,1,63.0
16520,4,0,1,1,0.2,0.2576,0.69,0.0,2,11,1,2.0
1713,1,0,1,1,0.36,0.3485,0.71,0.2239,1,3,0,10.0
8694,1,0,1,1,0.18,0.1667,0.51,0.2537,2,1,1,3.0
3589,2,0,1,1,0.64,0.6212,0.31,0.3284,11,6,0,143.0
4706,3,0,1,1,0.7,0.6667,0.84,0.1045,0,7,0,35.0
10303,1,0,0,1,0.24,0.2121,0.41,0.3284,9,3,1,87.0
12644,2,0,0,1,0.56,0.5303,0.56,0.0,1,6,1,130.0
3274,2,0,0,1,0.56,0.5303,0.68,0.2836,8,5,0,41.0
638,1,0,0,1,0.18,0.2121,0.74,0.0896,21,1,0,28.0
10585,2,0,1,2,0.48,0.4697,1.0,0.0896,4,3,1,4.0
13622,3,0,1,1,0.9,0.8636,0.45,0.3284,19,7,1,363.0
10444,1,0,1,2,0.4,0.4091,0.87,0.194,7,3,1,205.0
15759,4,0,1,1,0.58,0.5455,0.64,0.1343,20,10,1,461.0
11920,2,0,1,1,0.64,0.6061,0.73,0.194,21,5,1,223.0
15897,4,0,1,2,0.3,0.303,0.81,0.1343,2,10,1,10.0
7319,4,0,0,1,0.46,0.4545,0.55,0.194,14,11,0,343.0
14405,3,0,1,1,0.74,0.6818,0.62,0.2537,10,8,1,213.0
3111,2,0,0,3,0.52,0.5,1.0,0.0896,13,5,0,312.0
9979,1,0,0,1,0.26,0.2121,0.3,0.5522,20,2,1,103.0
10044,1,0,1,1,0.36,0.3636,0.32,0.1045,13,2,1,183.0
12376,2,0,1,1,0.58,0.5455,0.49,0.2537,21,6,1,274.0
16579,4,0,1,1,0.34,0.3333,0.42,0.194,13,11,1,272.0
12351,2,0,0,1,0.66,0.6212,0.39,0.194,20,6,1,352.0
8129,4,0,0,1,0.28,0.2576,0.61,0.2836,9,12,0,81.0
5940,3,0,0,2,0.62,0.5455,0.94,0.0,1,9,0,88.0
14009,3,0,0,2,0.66,0.5909,0.89,0.1642,22,8,1,78.0
4665,3,0,1,1,0.68,0.6364,0.74,0.2239,7,7,0,334.0
1944,2,0,0,2,0.28,0.2727,0.45,0.2537,19,3,0,137.0
13162,3,0,0,1,0.96,0.8485,0.26,0.0,15,7,1,308.0
9212,1,0,1,1,0.4,0.4091,0.62,0.0896,18,1,1,488.0
17177,1,0,0,1,0.3,0.2879,0.42,0.194,12,12,1,146.0
1247,1,0,1,2,0.32,0.3485,1.0,0.0,2,2,0,4.0
411,1,0,1,3,0.22,0.2273,0.93,0.1343,4,1,0,1.0
7765,4,0,1,1,0.3,0.3182,0.75,0.1045,4,11,0,4.0
5146,3,0,0,1,0.72,0.697,0.79,0.194,8,8,0,92.0
1566,1,0,1,2,0.44,0.4394,0.0,0.3881,17,3,0,14.0
17284,1,0,1,1,0.24,0.2273,0.6,0.194,1,12,1,8.0
14944,3,0,1,1,0.5,0.4848,0.59,0.1642,21,9,1,221.0
9313,1,0,0,1,0.32,0.3182,0.31,0.194,23,1,1,86.0
8437,1,0,1,1,0.36,0.3485,0.93,0.194,5,12,0,26.0
9542,1,0,1,1,0.44,0.4394,0.38,0.2537,13,2,1,178.0
1530,1,0,1,1,0.24,0.2576,0.7,0.0896,3,3,0,2.0
11232,2,0,1,2,0.5,0.4848,0.39,0.2836,5,4,1,17.0
7348,4,0,1,1,0.46,0.4545,0.59,0.0,19,11,0,313.0
1730,1,0,1,2,0.46,0.4545,0.59,0.1642,18,3,0,151.0
16617,4,0,1,1,0.22,0.2727,0.75,0.0,4,11,1,10.0
688,1,0,1,2,0.16,0.1818,0.64,0.1045,0,2,0,17.0
13845,3,0,0,1,0.74,0.697,0.7,0.2985,2,8,1,77.0
1393,1,0,1,1,0.14,0.1212,0.39,0.2985,8,3,0,154.0
15671,4,0,0,1,0.44,0.4394,0.72,0.0,4,10,1,21.0
14813,3,0,1,2,0.68,0.6364,0.65,0.0,10,9,1,227.0
1544,1,0,1,2,0.34,0.303,0.76,0.2985,17,3,0,228.0
12186,2,0,0,3,0.62,0.5758,0.83,0.1343,23,5,1,45.0
4802,3,0,0,1,0.8,0.7727,0.59,0.1045,0,7,0,154.0
12725,2,0,1,1,0.64,0.6061,0.73,0.0896,10,6,1,171.0
14959,3,0,1,1,0.62,0.6212,0.43,0.1343,12,9,1,336.0
9055,1,0,1,1,0.34,0.2879,0.46,0.5224,5,1,1,21.0
4506,3,0,1,1,0.86,0.8485,0.56,0.3881,16,7,0,233.0
5725,3,0,1,1,0.6,0.5758,0.78,0.1045,0,9,0,26.0
751,1,0,1,1,0.2,0.197,0.4,0.194,17,2,0,166.0
17167,1,0,0,1,0.2,0.2121,0.51,0.1642,2,12,1,38.0
14748,3,0,1,1,0.7,0.6364,0.28,0.0,17,9,1,871.0
10638,2,0,0,2,0.52,0.5,0.83,0.1343,9,3,1,222.0
10755,2,0,1,1,0.46,0.4545,0.59,0.2537,6,3,1,127.0
518,1,0,0,1,0.14,0.1061,0.26,0.3881,17,1,0,69.0
9938,1,0,1,1,0.42,0.4242,0.82,0.1343,3,2,1,2.0
12083,2,0,1,3,0.7,0.6515,0.61,0.0896,16,5,1,221.0
5513,3,0,1,1,0.74,0.6515,0.3,0.2985,15,8,0,178.0
12973,3,0,1,1,0.96,0.8636,0.31,0.0,18,6,1,539.0
14110,3,0,1,1,0.62,0.5909,0.73,0.2537,3,8,1,9.0
11270,2,0,1,1,0.58,0.5455,0.46,0.1343,19,4,1,555.0
13984,3,0,1,1,0.74,0.697,0.66,0.2537,21,8,1,317.0
54,1,0,1,1,0.16,0.1364,0.43,0.3881,9,1,0,133.0
7015,4,0,1,1,0.48,0.4697,0.75,0.1642,22,10,0,128.0
9059,1,0,1,1,0.28,0.2576,0.52,0.3284,9,1,1,238.5
1123,1,0,0,1,0.44,0.4394,0.16,0.6119,13,2,0,171.0
4031,3,0,1,1,0.72,0.697,0.74,0.194,21,6,0,242.0
9845,1,1,0,2,0.24,0.2121,0.6,0.3582,5,2,1,2.0
2254,2,0,1,3,0.3,0.2727,0.93,0.4179,19,4,0,138.0
6518,4,0,1,1,0.4,0.4091,0.82,0.0896,4,10,0,4.0
12238,2,0,1,3,0.62,0.5606,0.88,0.1343,3,5,1,2.0
16246,4,0,1,1,0.34,0.3485,0.46,0.1045,16,11,1,331.0
16180,4,0,0,1,0.42,0.4242,0.71,0.194,22,11,1,149.0
15047,4,0,1,1,0.44,0.4394,0.67,0.1045,4,9,1,6.0
6876,4,0,1,2,0.52,0.5,0.77,0.194,2,10,0,2.0
10417,1,0,1,1,0.44,0.4394,0.77,0.1045,4,3,1,4.0
4982,3,0,0,1,0.9,0.7727,0.25,0.194,12,7,0,374.0
9792,1,0,1,1,0.36,0.3485,0.4,0.194,23,2,1,51.0
16227,4,0,1,1,0.3,0.2727,0.49,0.3582,21,11,1,152.0
30,1,0,0,2,0.4,0.4091,0.76,0.194,7,1,0,20.0
14240,3,0,1,1,0.74,0.6515,0.4,0.0,13,8,1,305.0
1053,1,0,1,1,0.46,0.4545,0.28,0.4179,15,2,0,55.0
9390,1,0,1,1,0.4,0.4091,0.5,0.1642,4,2,1,2.0
9119,1,0,1,2,0.2,0.2273,0.37,0.0896,21,1,1,90.0
4849,3,0,1,1,0.7,0.6667,0.84,0.0896,23,7,0,147.0
4843,3,0,1,1,0.72,0.697,0.74,0.0,17,7,0,489.0
14727,3,0,1,1,0.6,0.6212,0.4,0.194,20,9,1,425.0
14133,3,0,1,1,0.66,0.2424,0.61,0.1343,2,8,1,16.0
10670,2,0,0,1,0.5,0.4848,0.72,0.0896,17,3,1,555.0
17245,1,0,1,3,0.2,0.1818,0.86,0.2985,10,12,1,10.0
12579,2,0,1,2,0.62,0.5909,0.73,0.5224,8,6,1,608.0
4069,3,0,1,3,0.76,0.7273,0.66,0.2537,11,6,0,66.0
12814,3,0,0,2,0.64,0.5758,0.83,0.0896,3,6,1,23.0
4832,3,0,1,2,0.72,0.7121,0.84,0.0896,6,7,0,117.0
13899,3,0,1,2,0.7,0.6515,0.7,0.1642,8,8,1,682.0
11149,2,0,0,2,0.62,0.6212,0.35,0.2239,18,4,1,571.0
16708,4,0,1,1,0.42,0.4242,0.82,0.1045,23,12,1,163.0
7441,4,1,0,1,0.36,0.3333,0.34,0.3284,16,11,0,216.0
2085,2,0,1,1,0.34,0.303,0.46,0.3284,18,4,0,153.0
6836,4,0,1,1,0.52,0.5,0.45,0.1642,10,10,0,174.0
10768,2,0,1,1,0.48,0.4697,0.39,0.2836,19,3,1,384.0
3429,2,0,1,3,0.6,0.5758,0.78,0.2537,19,5,0,260.0
5042,3,0,1,2,0.8,0.7424,0.49,0.1642,0,8,0,57.0
2714,2,0,1,1,0.64,0.5909,0.78,0.3582,0,4,0,17.0
4342,3,1,0,2,0.76,0.697,0.55,0.1045,20,7,0,206.0
14511,3,0,0,3,0.76,0.7273,0.67,0.2537,20,9,1,230.0
14556,3,1,0,1,0.74,0.697,0.7,0.1343,17,9,1,556.0
10458,1,0,1,2,0.44,0.4394,0.94,0.0,21,3,1,145.0
7541,4,0,1,2,0.48,0.4697,0.82,0.1343,20,11,0,129.0
12429,2,0,1,1,0.52,0.5,0.77,0.0896,2,6,1,11.0
12243,2,0,1,2,0.6,0.5909,0.73,0.1642,8,5,1,692.0
13414,3,0,1,1,0.74,0.697,0.66,0.1343,3,7,1,8.0
7182,4,0,1,2,0.36,0.3485,0.76,0.194,21,10,0,168.0
13528,3,0,0,1,0.7,0.6667,0.79,0.1045,21,7,1,300.0
9935,1,0,1,2,0.44,0.4394,0.58,0.0896,0,2,1,31.0
188,1,0,0,1,0.1,0.0758,0.46,0.4179,3,1,0,7.0
9396,1,0,1,1,0.4,0.4091,0.62,0.1343,10,2,1,148.0
8689,1,1,0,2,0.24,0.2121,0.41,0.3284,21,1,1,69.0
16167,4,0,0,1,0.36,0.3788,0.77,0.0,9,11,1,185.0
4848,3,0,1,1,0.7,0.6667,0.84,0.0,22,7,0,136.0
15980,4,0,0,2,0.36,0.3333,0.46,0.3582,13,11,1,356.0
12092,2,0,1,1,0.6,0.5455,0.88,0.0896,1,5,1,50.0
9660,1,0,0,1,0.12,0.1061,0.42,0.2985,11,2,1,140.0
9185,1,0,1,2,0.22,0.2121,1.0,0.2239,15,1,1,156.0
293,1,0,1,1,0.24,0.2121,0.38,0.3582,16,1,0,36.0
7044,4,0,1,1,0.44,0.4394,0.67,0.2239,3,10,0,5.0
12980,3,0,0,3,0.64,0.5758,0.89,0.2239,1,6,1,92.0
5880,3,0,1,3,0.56,0.5303,0.94,0.0,12,9,0,10.0
3753,2,0,1,1,0.72,0.6818,0.66,0.1045,7,6,0,304.0
10025,1,0,1,1,0.52,0.5,0.27,0.4179,18,2,1,419.0
9894,1,0,1,1,0.32,0.3333,0.76,0.0896,7,2,1,299.0
13770,3,0,1,1,0.7,0.6667,0.74,0.0,23,8,1,152.0
6517,4,0,1,1,0.4,0.4091,0.82,0.1045,3,10,0,4.0
7254,4,0,1,1,0.4,0.4091,0.76,0.1343,21,11,0,182.0
11963,2,0,1,1,0.66,0.6212,0.34,0.2537,16,5,1,452.0
1534,1,0,1,2,0.24,0.2424,0.87,0.1642,7,3,0,119.0
15306,4,0,1,1,0.6,0.6212,0.56,0.0896,23,10,1,113.0
7275,4,0,1,1,0.42,0.4242,0.32,0.4627,18,11,0,145.0
10815,2,0,0,2,0.44,0.4394,0.72,0.4627,18,3,1,543.0
11020,2,0,1,1,0.44,0.4394,0.3,0.194,8,4,1,620.0
15723,4,0,1,1,0.44,0.4394,0.67,0.0,8,10,1,835.0
7981,4,0,0,1,0.26,0.303,0.81,0.0,5,12,0,11.0
9901,1,0,1,1,0.44,0.4394,0.54,0.3284,14,2,1,124.0
6810,4,0,0,1,0.44,0.4394,0.62,0.194,8,10,0,125.0
11347,2,0,1,3,0.36,0.3333,0.81,0.4179,0,4,1,3.0
4407,3,0,1,1,0.86,0.7879,0.41,0.0,13,7,0,136.0
12164,2,0,0,1,0.66,0.6212,0.74,0.2239,1,5,1,116.0
9564,1,0,1,2,0.26,0.2576,0.65,0.2239,11,2,1,86.0
673,1,0,1,2,0.16,0.1364,0.59,0.2985,9,1,0,81.0
7344,4,0,1,1,0.56,0.5303,0.37,0.1045,15,11,0,188.0
6847,4,0,1,1,0.5,0.4848,0.77,0.1045,21,10,0,201.0
14328,3,0,0,2,0.64,0.6061,0.73,0.1642,5,8,1,13.0
12838,3,0,0,2,0.66,0.6212,0.65,0.0896,3,6,1,47.0
12726,2,0,1,1,0.66,0.6212,0.69,0.1343,11,6,1,228.0
13699,3,0,1,1,0.7,0.6667,0.74,0.0896,0,7,1,67.0
4561,3,0,1,1,0.66,0.6061,0.83,0.2537,23,7,0,147.0
11541,2,0,1,2,0.5,0.4848,0.72,0.0896,2,5,1,11.0
14947,3,0,1,1,0.5,0.4848,0.63,0.0,0,9,1,31.0
3208,2,0,1,2,0.58,0.5455,0.78,0.2836,14,5,0,167.0
3763,2,0,1,1,0.82,0.7727,0.52,0.2239,17,6,0,463.0
16927,4,0,1,2,0.26,0.2424,0.56,0.2537,2,12,1,9.0
2884,2,0,1,1,0.34,0.3182,0.66,0.2239,2,5,0,2.0
8948,1,0,1,1,0.28,0.2424,0.33,0.4179,17,1,1,346.0
4035,3,0,1,1,0.66,0.6061,0.78,0.1343,1,6,0,13.0
3599,2,0,1,1,0.64,0.6212,0.29,0.1045,21,6,0,248.0
14361,3,0,0,1,0.64,0.5758,0.89,0.1045,14,8,1,354.0
14349,3,0,0,2,0.64,0.5758,0.89,0.2239,2,8,1,61.0
1650,1,0,1,2,0.3,0.303,0.56,0.1343,8,3,0,164.0
15118,4,0,1,1,0.6,0.5758,0.78,0.0,3,9,1,8.0
11230,2,0,1,2,0.5,0.4848,0.42,0.2239,3,4,1,7.0
13798,3,0,1,1,0.68,0.6364,0.79,0.2239,3,8,1,6.0
16214,4,0,1,3,0.32,0.303,0.87,0.2537,8,11,1,627.0
7648,4,0,0,1,0.42,0.4242,0.67,0.2239,7,11,0,73.0
